DateTime,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4
2020-07-01T00:00:00.0,0.24286815753582766,0.24286815753582766,0.24286815753582766,0.24286815753582766,0.24286815753582783,0.24286815753582766,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953718,0.08857544568953715,0.2962039097789898,0.2962039097789898,0.2962039097789898,0.2962039097789898
2020-07-01T01:00:00.0,0.24667785412462495,0.24667785412462495,0.24667785412462495,0.24667785412462495,0.24667785412462495,0.24667785412462495,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.08857544568953718,0.08857544568953715,0.08857544568953715,0.08857544568953715,0.3200145134589729,0.3200145134589729,0.3200145134589729,0.3200145134589729
2020-07-01T02:00:00.0,0.35049208616935124,0.35049208616935124,0.35049208616935124,0.35049208616935124,0.35049208616935124,0.35049208616935124,0.09048029398393344,0.0904802939839358,0.0904802939839358,0.0904802939839358,0.09048029398393571,0.0904802939839358,0.0904802939839358,0.0904802939839358,0.0904802939839358,0.29048936489579386,0.29048936489579386,0.29048936489579386,0.29048936489579397
2020-07-01T03:00:00.0,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.17043335250880254,0.0,0.17238877064307767,0.17238877064307767,0.17238877064307767,0.17238877064307767,0.17238877064307767,0.17238877064307767,0.17238877064307767,0.240963309241429,0.240963309241429,0.24096330924142906,0.240963309241429
2020-07-01T04:00:00.0,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.18381786040946957,0.34001542055015865,0.34001542055015876,0.34001542055015876,0.34001542055015876
2020-07-01T05:00:00.0,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.37335026570213564,0.3733502657021351,0.276203002687804,0.276203002687804,0.276203002687804,0.276203002687804,0.276203002687804,0.276203002687804,0.2762030026878041,0.276203002687804,0.276203002687804,0.24191573338862832,0.24191573338862832,0.24191573338862832,0.24191573338862826
2020-07-01T06:00:00.0,0.2910752540889136,0.0,0.35906390349414524,0.35906390349414524,0.0,0.35906390349414524,3.1086244689504383e-15,0.0,0.0,0.35811147934694587,0.358111479346946,0.35811147934694587,0.35811147934694587,0.35811147934694587,0.35811147934694587,0.0,0.0,0.0,-0.0
2020-07-01T07:00:00.0,0.3638260242301418,0.3638260242301419,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.35620663105254724,0.35620663105254724,0.35620663105254724,0.35620663105254724,0.35620663105254724,0.35620663105254713,0.35620663105254724,0.35620663105254724,0.35620663105254724,0.3514445103165506,0.3514445103165506,0.3514445103165505,0.3514445103165506
2020-07-01T08:00:00.0,0.36858814496613845,0.36858814496613845,0.36858814496613845,0.36858814496613845,0.36858814496613856,0.36858814496613845,0.41716177647330394,0.41716177647330394,0.41716177647330394,0.41716177647330394,0.41716177647330394,0.41716177647330394,0.41716177647330394,0.41716177647330394,0.4171617764733036,0.43335298697569247,0.43335298697569247,0.43335298697569247,0.43335298697569247
2020-07-01T09:00:00.0,0.36858814496613845,0.36858814496613845,0.36858814496613845,0.36858814496613845,0.36858814496613834,0.36858814496613845,0.44097238015328705,0.44097238015328705,0.44097238015328716,0.4409723801532874,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.23239149191663508,0.23239149191663508,0.23239149191663502,0.23239149191663508
2020-07-01T10:00:00.0,0.36858814496613845,0.36858814496613845,0.36858814496613845,0.36858814496613845,0.3685881449661381,0.36858814496613845,0.44287722844768573,0.44287722844768573,0.44287722844768573,0.4428772284476856,0.44287722844768573,0.44287722844768573,0.44287722844768573,0.44287722844768573,0.44287722844768573,0.2533448231550203,0.2533448231550202,0.2533448231550202,0.2533448231550202
2020-07-01T11:00:00.0,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.3638260242301418,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.44097238015328705,0.4409723801532874,0.44097238015328705,0.44097238015328705,0.2133430089726486,0.2133430089726486,0.21334300897264866,0.2133430089726486
2020-07-01T12:00:00.0,0.3733502657021351,0.3733502657021351,0.3733502657021352,0.3733502657021351,0.3733502657021351,0.3733502657021351,0.43716268356448507,0.4371626835644898,0.4371626835644898,0.4371626835644898,0.4371626835644898,0.4371626835644898,0.4371626835644901,0.4371626835644898,0.4371626835644898,0.3952560210877195,0.3952560210877195,0.3952560210877196,0.3952560210877195
2020-07-01T13:00:00.0,0.35906390349414524,0.35906390349414524,0.35906390349414524,0.35906390349414524,0.35906390349414524,0.35906390349414524,0.44287722844768573,0.44287722844768573,0.4428772284476621,0.44287722844768573,0.4428772284476856,0.44287722844768573,0.44287722844768573,0.44287722844768573,0.44287722844768573,0.3904939003517229,0.3904939003517229,0.39049390035172277,0.3904939003517229
