DateTime,Abel,Adams,Adler,Agricola,Aiken,Alber,Alder,Alger,Ali,Allen,Anna,Archer,Arne,Arnold,Arthur,Asser,Aston,Astor,Attar,Attila,Attlee,Aubrey,Austen,Avery,Bach,Bacon,Baffin,Bailey,Bain,Bajer,Baker,Balch,Balzac,Banks,Bardeen,Barkla,Barlow,Barry,Barton,Basov,Bates,Bayle,Bede,Beethoven,Behring,Bell,Bloch,Bordet,Cabell,Cabot,Caesar,Caine,Calvin,Camus,Carew,Carrel,Carter,Caruso,Cary,Caxton,Cecil,Chain,Chase,Chifa,Chuhsi,Clark,Clay,Clive,Cobb,Cole,Comte,Curie,Curtiss
2020-07-08T08:00:00.0,0.011845964701899222,0.008267691169161725,0.020823552244488758,-0.028924479281311852,-0.04160180213038589,-0.08035944817620666,-0.06375963850759053,-0.09195338479627396,-0.036446765263607045,-0.060963500681596214,-0.004794284380995251,-0.005778751303001019,0.0,0.035524653576175,0.17705229559396385,0.15401992804739878,0.21641806814750944,0.2333727563355877,0.11213272864873214,0.08846059586359839,0.26579011630211574,0.34268834293166467,0.08314679191635926,0.11667478903106851,-0.24871950440099552,-0.2521384150252675,-0.16566356627022777,-0.2602149919752662,-0.2692656177277805,-0.2908524006319403,-0.4402472607831478,-0.39109059540209373,-0.21727868653532667,-0.25030215667019323,-0.16212231848323314,-0.10244195862636493,-0.12247714545507343,-0.12411960100675984,0.008022049720580815,-0.0015670308477429146,0.0341199821977592,0.028055809327884276,0.0015819937325053384,0.026492813189638323,0.048923227371535524,0.1547075724166858,0.0488845224032487,-0.05910199028982477,0.1445973415131104,0.14324446196829063,0.23556707600442817,0.1828217300277159,0.1727126661830501,0.17886069617420575,0.10282816307306356,0.14971215456130055,0.2624865092322201,0.24025601414000924,0.34707335333865486,0.3512270850428445,0.431414193676103,0.3703840960295689,0.34833017627839885,0.3680267214316928,0.3926376232923194,0.3481921247185781,0.3709339933226741,0.3677564730624375,0.36977253591176945,0.42515942847910315,0.3644544249314859,0.33872670521933146,0.35619296881855284
2020-07-08T09:00:00.0,0.11074270945589795,0.10350888615480812,0.05669373918629076,0.02540494745207625,0.022364305782385928,-0.03678968132184464,-0.07479943204482703,-0.08857496431359786,-0.01424358869971778,-0.032000164954728266,0.007258602359645912,0.004847446223833167,0.0,0.04439437994579941,0.18543670431456608,0.16053092945444317,0.223539003496252,0.2410918582836646,0.11505363928825241,0.08742482539749401,0.27331178913908394,0.3478086397456964,0.08018750143443983,0.13568158848052983,-0.3162008756423304,-0.32018127506794136,-0.21084943958034452,-0.3264481918612479,-0.33773765418805834,-0.3606972899737691,-0.5192190006833431,-0.4664576842148933,-0.2783966688138303,-0.3168487545115211,-0.21908609032869433,-0.16107652710069748,-0.1801559271971546,-0.1734967195502099,-0.022730543168785013,-0.03526111957182408,0.0053077788524096975,-0.0027872181282379543,-0.03971538497974979,-0.019780914194068636,0.018147801271451262,0.1242236889610753,0.0005001533244038403,-0.09543259311926057,0.1271009274687444,0.12608682783270533,0.21189486391711718,0.1705397134654764,0.16025162756277012,0.16851044299095647,0.09486355313521981,0.14561479715238979,0.25809483789381826,0.23618194444132,0.3500239617391788,0.36211673749207357,0.45894695068591096,0.3591372475538019,0.31226850257641836,0.338046458134043,0.3455378967460991,0.30201076881790545,0.3581425517170813,0.37019389451841533,0.3267943781796361,0.3797614690552727,0.3703665757601424,0.30667360721493636,0.3622398897137023
2020-07-08T10:00:00.0,0.10420172843875343,0.09694237713959214,0.0525803156481106,0.01980312482551848,0.01650023507283962,-0.042482781789960705,-0.08392878125768324,-0.09632401550237726,-0.01791817874862666,-0.03632862853002008,0.005840246754801245,0.004447100310883689,0.0,0.0443550347774512,0.18540675526506464,0.16385572541648502,0.2235187570034473,0.23960674295044995,0.12026647831884574,0.0938224803894793,0.2701677037291036,0.3451782501274271,0.0874178948776258,0.13407350468799914,-0.3315291874483055,-0.335561908697697,-0.22093383718341572,-0.3388579348744535,-0.3509517666567433,-0.3733834369581263,-0.5403849844448865,-0.48437819920939607,-0.2851024228982697,-0.32521318287553996,-0.21999004206006806,-0.1558241748131651,-0.17335794301258653,-0.17440891807116643,-0.024210263472600205,-0.03159386527692804,0.006781583262077742,-0.0034090547794649873,-0.025147650997598633,0.00571670270726914,0.017340462197543607,0.12431284503054944,0.03259792970347275,-0.10023775116883847,0.07072302810197245,0.0695740706459754,0.1605001705627043,0.11562728961181411,0.10676263342270025,0.11593110076736166,0.039116263468538935,0.09324490805204484,0.20789716692788685,0.18845373296961584,0.31032687971580614,0.3266952584986773,0.4352602938122812,0.3148429348731661,0.26277534344422077,0.2893233146483214,0.2891883697964542,0.2546295815330433,0.3164615512431475,0.33594867530875533,0.27958870913585904,0.33984244139977005,0.339427994230163,0.25690030952017945,0.333628624039541
2020-07-08T11:00:00.0,0.12376111734193725,0.1186512841405897,0.0616394050430675,0.03172924374526463,0.02881251968081209,-0.033828239364284696,-0.0952760940712166,-0.10136087676251712,-0.013067400833785148,-0.030768893043266063,0.00919995566239262,0.00903882984380212,0.0,0.04877964115464037,0.19364434192824032,0.17107791576946552,0.2285443147801775,0.24330090118526046,0.12942830199275976,0.10498548832069046,0.27290943680804375,0.3512534665092397,0.09984798996555369,0.14262857637676069,-0.3551221370654918,-0.3572568962673575,-0.24647879237877957,-0.36861057981388495,-0.3812778107040219,-0.4076712799941445,-0.5892701911326473,-0.5295946151045915,-0.3177546279390419,-0.35951372102149315,-0.2504223226324155,-0.18497799293972939,-0.2028032356292934,-0.2026180941032516,-0.043490128871034664,-0.05151185617069165,-0.008419416543607394,-0.02112330475116487,-0.04580290815933657,-0.01392366180077835,-0.0007165147828787355,0.10785828313468893,0.014163029930035015,-0.12193887716389101,0.0192097321493985,0.01762103649155386,0.12415187173639271,0.06436775786685336,0.05546379184413852,0.06407035748673752,-0.016574723164812462,0.040544596709260014,0.16022005294273728,0.13982666008352906,0.2666250733574564,0.28662869700245497,0.4000894799468863,0.2681979877404191,0.21422864925660215,0.24262471533700777,0.23338919365690494,0.20253482059532701,0.2739370149882397,0.2990073768859764,0.22832171349064695,0.2853542608360642,0.3054653073570408,0.21462703715726683,0.3027393074539835
2020-07-08T12:00:00.0,0.1422131296039137,0.13920402605072763,0.07811613029144254,0.04286321283764258,0.03998523139478051,-0.026431824288084216,-0.12479572287445478,-0.1171916320675166,-0.007355199690787177,-0.026002290949201604,0.01582250385645294,0.015402602425836392,0.0,0.06259058495993305,0.22048723272170873,0.19688519206680508,0.25300208962900883,0.26696672221362566,0.15289840515573427,0.12725678321820494,0.2967650667787877,0.37616166454953737,0.12170283785979863,0.1654652694961502,-0.42733913335281665,-0.42903914806114996,-0.3084335755381674,-0.45705184342793553,-0.4704097665714205,-0.5065721743508185,-0.703129556056949,-0.6405676935822079,-0.4169270591469344,-0.4638153491935064,-0.3408426178654185,-0.3148051536493808,-0.30346440644510514,-0.2726198235273533,-0.0761914102481753,-0.08894520249177065,-0.034986905594851486,-0.05053362618420022,-0.09290848145810675,-0.06812628283929435,-0.031194670322671036,0.0779570116888184,-0.04344644750855403,-0.16594571895186033,0.027079988084668424,0.02491132478634782,0.15170731712502938,0.07136794497147989,0.06120333540289764,0.06814584728895329,-0.017091406303851475,0.04185841309066968,0.16882782971739532,0.14485680270890483,0.2739501933019992,0.29425638059196946,0.40647162978866036,0.27686006924979295,0.22967089211172506,0.2559790371323438,0.24126823181297424,0.21085510578224936,0.2844399941937564,0.30944448895432436,0.24625663686521643,0.31805754112251605,0.3163226762160479,0.23494554326046974,0.31468505938900687
2020-07-08T13:00:00.0,0.12380744639723038,0.12107681644647,0.056034633914348514,0.029400559562562253,0.026685024595458316,-0.03733215430311676,-0.07507990650903662,-0.09326872009549216,-0.014044504690141965,-0.03197084986591183,0.008724014028863034,0.014323539158841372,0.0,0.04850977836702455,0.19204375281563085,0.17658584902952196,0.22272540823406345,0.23108791972383722,0.1435259690330281,0.12947137899312067,0.25782480098500665,0.3473219746334436,0.1307471401726279,0.13948049657342812,-0.40772394701450193,-0.4117605099287134,-0.2901612737938944,-0.4478456985749581,-0.4597867611015972,-0.5020691078507569,-0.7115935909973449,-0.6458632274017668,-0.41113690950761095,-0.4599183082488776,-0.3348592384204552,-0.3090440327134887,-0.29887550441116356,-0.26426273893844554,-0.06074219218828855,-0.07279453007253608,-0.017302740208434975,-0.030832845816866003,-0.08044134991540558,-0.05742843744528739,-0.007928846763645393,0.09902922950590376,-0.03316695578749018,-0.14940546764145038,-0.13891683677673367,-0.14135768378113012,-0.00712536266842434,-0.09552413759262532,-0.10408540456497578,-0.09712269409868818,-0.1939194372969485,-0.13338404436327722,0.003023813190806121,-0.01839931168038708,0.11801230440739105,0.13771163889746077,0.2448825112907165,0.1345689442881406,0.11257539989289075,0.13627646219779824,0.1339904123625938,0.11181526294812949,0.15951465312476518,0.18372568101720022,0.14203279908344377,0.2073533834856381,0.1913415814598256,0.10171993783278561,0.1969084192351452
2020-07-08T14:00:00.0,0.09927172891224248,0.09651469688367897,0.05262140503533526,0.010847415961895313,0.006920752584316868,-0.05504826245413816,-0.08911071203835463,-0.10809700444089061,-0.022449402895155054,-0.04434513871995202,0.008347466635273908,0.010721642311585228,0.0,0.05795342413392343,0.22793657746218443,0.20395055514241683,0.2679477439835214,0.28162621256071046,0.1586238789683932,0.13774138799324512,0.3160436132960192,0.42521247192247846,0.13577595509182197,0.16018276502768924,-0.42466019950232076,-0.4267579167228408,-0.2942183764289598,-0.45329086268522695,-0.467842346451867,-0.5047407832459924,-0.7093245968585123,-0.6437481685267464,-0.40891579452938687,-0.45889448392900833,-0.32943260173715144,-0.30029897611486883,-0.2891226666563303,-0.2587602187539388,-0.056257813379524485,-0.06740389931415666,-0.011165411993699859,-0.02465722256298218,-0.06732065117173901,-0.037664561301868425,-0.0018007689441387545,0.10948102240854551,-0.00976573709114592,-0.14822210336352798,0.1255585526716819,0.12172232768825511,0.3064101468917713,0.16573326573409486,0.15026282112972195,0.15115803199899797,0.04640909107812398,0.10775660702800174,0.2636074644681048,0.22611649501154074,0.3586097116207661,0.37751983185297117,0.4990598515293946,0.3511860594871381,0.30287154456723747,0.3246287940160236,0.30835228791940467,0.2754714170755497,0.3467573195388277,0.3693961149584668,0.31374614708917214,0.3847476950548363,0.37817004150851286,0.33922196658690607,0.372968010832366
2020-07-08T15:00:00.0,0.06033972699165129,0.05850896501395887,0.016354507188403207,-0.01916832376894824,-0.022800171226441172,-0.0798175380234546,-0.07860165720894552,-0.11152882262065902,-0.04168204913909876,-0.06305662248435834,-0.0064055564386397475,0.0021235464175728483,0.0,0.034586381004946515,0.18703808632578633,0.17109038400704968,0.2218675370972672,0.2312093443853529,0.13793447237167605,0.1291164207292346,0.26443253189458416,0.3579495723647864,0.13411984936718435,0.12107423934986145,-0.34285172274490566,-0.3453660305749004,-0.2422339759904577,-0.3782906569580994,-0.3892108244925072,-0.42734188007771556,-0.6262324497093928,-0.5638630063215657,-0.3423817534730166,-0.38618275345682584,-0.2667463569659667,-0.23886016401174198,-0.22852325152581027,-0.20128157335941532,-0.014751142975178527,-0.021726786763815356,0.025928764675128266,0.014887478695816794,-0.02118049468481121,0.007430910441896886,0.038277392772878824,0.14838647047432338,0.03418910590468377,-0.10266611911117654,0.09047561917251361,0.08480354984253052,0.33684966180428383,0.12609287520458395,0.09974514734752696,0.09176974493627021,-0.021046490505828526,0.03994008189717693,0.2213747703115151,0.15930391111373976,0.28352056298959927,0.2971408657404636,0.39420010398554456,0.28126275869357464,0.257973779441648,0.2674628986232018,0.26511930422970525,0.23886681322702336,0.26548933223632415,0.28513399855448435,0.2730123777918516,0.3339115600374276,0.29482588695271605,0.32240027942514365,0.29228096090574224
2020-07-08T16:00:00.0,0.02378040241717412,0.02265305068228979,-0.021168710536821116,-0.04570211999220093,-0.04709956124260771,-0.09723847222985747,-0.029446351380290448,-0.08881221095051733,-0.05547484831095676,-0.07446600629479938,-0.01921715031677659,-0.004322890336449618,0.0,0.010367311787110978,0.14100485034919227,0.13127071511866087,0.17001447848997475,0.17567046857901594,0.1111541895450127,0.11631868707607257,0.2081039978498236,0.28485840997260947,0.12907403735549003,0.07832985836759493,-0.24987906101427582,-0.252899869458073,-0.1749188785155531,-0.29174425133259996,-0.29946819417632176,-0.33902563636951155,-0.5340911456175635,-0.47418466667949194,-0.263165131242157,-0.3018055530987542,-0.19358089256654806,-0.160705485938512,-0.15585683666874026,-0.13642888019551208,0.0311506521991328,0.02804488552572608,0.06978534593599278,0.06413842814494677,0.032451601808247195,0.06330418675671222,0.09117684592946554,0.19725204331414675,0.09086519821247566,-0.04848875458599339,0.01408802214226582,0.007871748227167652,0.2813044897009839,0.047992119817961844,0.015968992664567846,0.004173138373198297,-0.11857697891268248,-0.059562705324596496,0.14032880827244704,0.06625356992004235,0.1891884071346679,0.19695454879335667,0.27611757121211555,0.20029940823359751,0.21944144780784988,0.2196524311538016,0.23394090609063284,0.2181948699404429,0.20280417466232584,0.2081343987426391,0.25132047926798207,0.3110514904371078,0.21359445870860064,0.27245323553165884,0.21313472608537862
2020-07-08T17:00:00.0,0.012251757358388123,0.010692173486892179,-0.001473746543095296,-0.05278648464334493,-0.051814844235468546,-0.09808852406238255,-0.06375713410936076,-0.10628494093059992,-0.05048043942106976,-0.0730352264739905,-0.005811890939366427,0.00037973633846329237,0.0,0.045816658252573805,0.20954116078855045,0.19589039040997958,0.2652445893825034,0.2628696378212661,0.15444228321925715,0.14323901426520882,0.29007491029402593,0.5643289908751616,0.14676884218504685,0.12799052113586315,-0.27868816100653643,-0.2818003241053084,-0.20443415921037125,-0.32366550959348694,-0.33099192814864126,-0.3715237620062342,-0.559182450555599,-0.5020981183876381,-0.3004045428905914,-0.33845465152704846,-0.2338824969689438,-0.2135596496202023,-0.20643298728132328,-0.17115611723495594,0.004814216727382451,-0.0028978049856823868,0.050462752288616755,0.04424645729924591,-0.014379719570905045,0.0014023556722153017,0.06924078234849056,0.17682308886022563,0.020153700253494194,-0.07605371397852856,-0.2826045474437684,-0.2887454865426861,-0.02014079171525085,-0.2510894761254514,-0.2833365818295239,-0.295904305711543,-0.43035500256972825,-0.37471812951938316,-0.16417501268566034,-0.23852679551571343,-0.11546041982429912,-0.10404136267237275,-0.0558365938237173,-0.08049824658146136,-0.0023283424008818387,-0.0022830102064469344,0.02756097427062687,0.0212215052935929,-0.010966091818294625,-0.005715944849214019,0.045456305799290796,0.10274458133299434,0.004170036488196291,0.010374210544699752,0.028109702211627063
2020-07-08T18:00:00.0,0.029333790226667905,0.028406931569966886,0.008752403156390014,-0.03266875515737913,-0.030521854216466943,-0.07395085468025449,0.06266477724731878,-0.022419499919543426,-0.029024230925025454,-0.04897082321823163,0.0031270684383788976,0.00951435428029403,0.0,0.04855673425615767,0.1980171597806784,0.1872302533004101,0.2524656796568357,0.2620406309420497,0.14827975883922792,0.13846917068004921,0.26087976862368867,0.44545005730540993,0.14242481186154682,0.1248722708171575,-0.25492172084214515,-0.25644161183281,-0.17541294839342933,-0.3122373197262547,-0.3202233115375007,-0.3673995045029999,-0.5582051498193867,-0.5018263543225072,-0.30109393852635813,-0.34173712928887395,-0.24693805435132693,-0.23243970673547867,-0.22940247455671547,-0.1867695359423977,-0.01067086006133261,-0.023077676978479414,0.034966521230270345,0.02908928699367828,-0.04708962186960195,-0.04250664448953032,0.054016499875660845,0.16197193875777666,-0.030056978077977498,-0.07433850729578692,-0.5501750085132516,-0.5551666976508824,-0.327804379592548,-0.5177220341491424,-0.547047721727304,-0.556389907413211,-0.6841749609616741,-0.6328307382092941,-0.4353075748833161,-0.5017532895965342,-0.3711387170241529,-0.35458277118951853,-0.30211461871297757,-0.33273239575046776,-0.2090538412667189,-0.2065223032146145,-0.15558380581462478,-0.15454975377086455,-0.2201507376593412,-0.20882221582914964,-0.1414856503813533,-0.08782516946883498,-0.193537645070246,-0.25494719772210883,-0.15548792301434733
2020-07-08T19:00:00.0,0.028061549421783405,0.0272145763580122,0.004921820183288218,-0.03364004510402042,-0.03128342958747468,-0.07440820126201486,0.06860865673557473,-0.01921290102678621,-0.02983483442565498,-0.049219568568010144,0.001378910029624239,0.00980784088684194,0.0,0.04404607250159284,0.18931467150359998,0.17883715969170785,0.23743110831673314,0.25382981729307036,0.14466912043138702,0.13900241647054346,0.25082699686907745,0.3524297150167786,0.14524031075368468,0.11805262105083025,-0.24924860465528703,-0.25025298934911755,-0.16987055178491162,-0.303423288233819,-0.3117674877518611,-0.3573372262409529,-0.547896297164271,-0.49126094287530786,-0.2898715945295833,-0.3301866861826662,-0.23468886207998732,-0.21588773820543192,-0.21231386432878105,-0.17787424689737671,-0.010874596958410462,-0.018498426860690614,0.03410118092751968,0.026860701834769192,-0.03281037855103723,-0.01968839546254498,0.050668942137369,0.14399961109204995,-0.0024833920966788534,-0.07232154391705566,-0.40918060860246314,-0.41344961335840524,-0.20225654451094466,-0.37145588584523903,-0.4060167443672634,-0.41489371661473756,-0.5339848569849932,-0.48405862683418066,-0.28674594396717645,-0.3618457837530722,-0.23532090762518185,-0.22074932225441107,-0.16259308985948573,-0.20868191340023884,-0.10268065433062873,-0.10089402989461964,-0.05664025384415927,-0.05779768279079309,-0.11725708342903784,-0.10894295094091683,-0.03889000192632468,0.0171752666590817,-0.09557068392437984,-0.14116361101305774,-0.06656577549040088
2020-07-08T20:00:00.0,0.03196440532369095,0.03091312764561321,0.012895581916405639,-0.03266526701781296,-0.030382910428158508,-0.07478952491833776,-0.015166301427462753,-0.06722653316288152,-0.03329538835092777,-0.053222928421286814,0.0027679068409875466,0.007879981958386583,0.0,0.05183929022233219,0.20547065377326335,0.19247023992942952,0.2554766475852871,0.26862861038232866,0.15263148418754224,0.1410535482793124,0.2777011994317665,0.41266113056761866,0.14364577788157828,0.13104643185605797,-0.26401569794460394,-0.2659145580038918,-0.18792486854493534,-0.3041656359822428,-0.3122787422542212,-0.3498439173154709,-0.5287870187896939,-0.4740501996021831,-0.28031168366435144,-0.31747564590137906,-0.21878261424253242,-0.1936859066716646,-0.18710646958147348,-0.16525921802147592,-0.014083740292583599,-0.01316052852120042,0.030243941127384696,0.021499413884503188,-0.011118257759131918,0.015348881481246126,0.042898834308573844,0.1108867746411411,0.03958107681404329,-0.08126788091181844,-0.24048903345126377,-0.2450533485300344,-0.021346251513621795,-0.20390839617042356,-0.24309428762646904,-0.2547907048803969,-0.3647582479129063,-0.31706213337986777,-0.12214137336359257,-0.20673000256471785,-0.08909924526507679,-0.08039823344857544,-0.03475598615921424,-0.06022073738170407,0.04922652264369292,0.04753678000123475,0.10665626243581122,0.09195853417153671,0.01985649795704593,0.01733691289847495,0.11061093726413494,0.17641798210045756,0.02434075002162557,0.021952360133703594,0.04555537426247033
2020-07-08T21:00:00.0,0.051772810902591636,0.05083791979087003,0.024646474992701554,-0.016199354526906393,-0.012802022604883567,-0.05764790431254113,-0.023981576856574344,-0.06457451562753111,-0.023645014299284332,-0.04118770277640421,0.007864256458640521,0.011740833560345333,0.0,0.055563978609468545,0.20263053923955843,0.18869122897642862,0.2444399091083722,0.26030098416944814,0.14993397634690972,0.1375123979631044,0.26974457108181277,0.3519192469386265,0.13894382040001427,0.13384528387130232,-0.2668428026329079,-0.2667925172670295,-0.19113939493052734,-0.2988988667121079,-0.3079870143564935,-0.34054917364498194,-0.5072628523154623,-0.4557330180718902,-0.2732461780364135,-0.3084313413505399,-0.21438678082055607,-0.18694449921705994,-0.1800812400285456,-0.1668696422053606,-0.03385736398007809,-0.0276866769976489,0.007175674190689402,-0.0055803145075735295,-0.016943161113158557,0.015633168135929562,0.01039386962712642,0.05712999575222199,0.04267087206645273,-0.09464193314667312,-0.13096159428152088,-0.1357202340897339,0.09031885417390315,-0.09920921639126398,-0.13886324426174262,-0.1526211128951409,-0.2495143839129215,-0.20651053577517342,-0.025966253466353784,-0.11183221160039289,-0.01007523400393788,-0.004391731680968805,0.029015594917347384,0.015393085485784205,0.11428002013135749,0.11175555918069971,0.16550319029204177,0.1459114640880473,0.08187949951876006,0.07533630497462782,0.1638687785752698,0.23587242227680244,0.07929493054659632,0.1050197814337023,0.09524184558470894
2020-07-08T22:00:00.0,0.0655181355651734,0.06174140635054198,0.06670652608866955,-5.0150511041339996e-5,0.0018901706723248798,-0.04227049591399269,-0.06333034435952267,-0.07776834517885352,-0.007610753622192748,-0.02909746444548352,0.02586298469571115,0.014555181273130489,0.0,0.09327907409572975,0.2767223281637101,0.24772315227619057,0.3372018308762753,0.3564870139742288,0.17784212186012674,0.1364195215477418,0.37485639948158456,0.5558839667235456,0.12108377785572133,0.19555781133896244,-0.2798113402650273,-0.2765781164546195,-0.2049716593733476,-0.297693817613961,-0.30845034221078993,-0.33256312864168375,-0.4822095503842251,-0.4348487965763519,-0.26724430229936136,-0.2993466928977688,-0.21025384774823896,-0.17694662353691057,-0.16901493863355088,-0.1722514308914433,-0.06188283220838676,-0.05223973104756728,-0.025637393184707175,-0.041648602259519676,-0.023690444278578644,0.022467212540751853,-0.030920174675510493,-0.0060436078248355535,0.056262807286551364,-0.11718217352039927,0.08469153031446017,0.0787880056608227,0.3389931621544865,0.10804261663147294,0.0648269715636662,0.045128547074590734,-0.037454508558089065,0.000753946440350664,0.17051027004512342,0.07552993865759627,0.15824304123414296,0.1546837711095027,0.15029645828768112,0.20088824495416552,0.3195815873633364,0.31443039038829,0.38943027886867143,0.34492281261668944,0.26750681667414855,0.24399656366114797,0.3604484290314047,0.4380795904947234,0.23775211414759845,0.32708355184964766,0.24923226387871006
2020-07-08T23:00:00.0,0.06982781584895015,0.06501884981672618,0.07269117669680344,0.006126074953551983,0.008429567989992698,-0.034190694682426206,-0.06288778649824486,-0.07265923289128025,-0.001987551985794273,-0.022624757375082266,0.029176120474334738,0.016835914120607136,0.0,0.09671505129474231,0.2753301927508689,0.24722347357329347,0.3375297190189571,0.3539054239237402,0.17781213668079565,0.135487598510947,0.368029155550584,0.5813335119375803,0.11914339775013144,0.19701657222628763,-0.33406542674305795,-0.3356254384677734,-0.22449478919582716,-0.33841027446258537,-0.3509387824090468,-0.3690550106768569,-0.49895294955665487,-0.4550172556902974,-0.29640374481813425,-0.332444391221548,-0.24001873912602556,-0.21359410154608427,-0.2042496925890144,-0.19585481620238013,-0.07617261898658863,-0.07209233053184355,-0.039243461096940546,-0.054052945950337945,-0.05614533683599644,-0.022476400471962192,-0.04405997795750869,-0.01984666313319708,0.00382756210181992,-0.13349448315340523,-0.05740519844067521,-0.06176502884279468,0.14302355254525279,-0.0317257384436484,-0.06953273292958642,-0.08389947921051183,-0.15819790687425445,-0.12363756009515608,0.027707156723716715,-0.053797682199323425,0.022435183579436822,0.02625200977527685,0.02412170023100818,0.05692449220738603,0.15566242564246663,0.1539279971102696,0.2186559569526418,0.18437748850516433,0.12770676945833728,0.12052819552555569,0.1938887693870629,0.23258287055721977,0.12265043557368865,0.15077789782118342,0.14319672586141438
2020-07-09T00:00:00.0,0.0789926619432467,0.07588118676281426,0.053552638673188824,0.011282243460411623,0.015964109494057563,-0.026748020389097973,-0.03716653918216806,-0.055701314350217156,-0.0036071050697301446,-0.01848931090202975,0.020752057174347097,0.01585045636422587,0.0,0.07111681215538823,0.21378523360463364,0.19471397228405607,0.2559371454581576,0.2714897691683348,0.14494309357662624,0.11873247658335,0.2837312773466414,0.3879298340795396,0.11090961142141638,0.1518603640534406,-0.2452300013323613,-0.24184580576934261,-0.18116416703902083,-0.26813249763176084,-0.2773409954223473,-0.30220288326030337,-0.4365242730169064,-0.39502588771823655,-0.24782623962778233,-0.27663782072383525,-0.2014304380345222,-0.1778299055034731,-0.1724535337838828,-0.16512060789704255,-0.05950816489169764,-0.05576295819728627,-0.026323997932683238,-0.03917157623858603,-0.04361308300156411,-0.014341036112054326,-0.028681420575269966,-0.005434535981854151,0.009108642702258446,-0.10652439193536455,-0.0873374523891876,-0.08971627732990123,0.04318443798484835,-0.057867340773433855,-0.08657324683713469,-0.09289015656896876,-0.1642323208047788,-0.13214701565334797,0.0005524864914520783,-0.05950207314955107,0.019478330323111956,0.02859664884572541,0.06351922787978825,0.030616438492360766,0.08008733941869356,0.09154203930258942,0.1260068516686271,0.09837313971785616,0.08067519171500241,0.08571345047860639,0.1012947159868349,0.17564783951475588,0.09413903499025916,0.06582552609457498,0.11001415752786914
2020-07-09T01:00:00.0,0.0797947058111324,0.07596474500669716,0.05738107487814356,0.013490228521506942,0.018204958773619648,-0.02359903425827073,-0.036897617185707526,-0.05332033496730812,-0.0011635545497518836,-0.015979038354137422,0.022216379017910393,0.0158727036177113,0.0,0.07283422435950344,0.2164320886023035,0.19467390879505275,0.2607772419736539,0.27676110925176456,0.14305484262469237,0.11456620328317597,0.28859717885171676,0.4093391050717686,0.10522419519167207,0.15496386310756205,-0.2864205682792234,-0.2877009354273019,-0.19040097710628331,-0.29372441782212566,-0.30465979753177463,-0.3226476011852524,-0.4415920361037398,-0.4018895623782509,-0.2586367617034685,-0.2910483976112719,-0.2092505545630211,-0.18660422628166165,-0.17883827834503416,-0.16933930650655374,-0.060629345641337117,-0.05749784466269557,-0.027851002819639717,-0.039851199568873105,-0.045903194955674596,-0.017923491743567187,-0.029546335679255794,-0.006559654040713046,0.004497271201510555,-0.1107820087330795,-0.1201821125992794,-0.12170656518334849,-0.020709811531788025,-0.08973164779876809,-0.11416491382421375,-0.11707209150565857,-0.18584814207500944,-0.15538708298458667,-0.032845891546236045,-0.08297892820947235,-0.0035604113658220526,0.005903860408907641,0.04346007048234898,0.010446576898883592,0.06144786479236834,0.0730768752808275,0.1218122043165352,0.09064611898893667,0.06448402943895155,0.07076422818833211,0.08904759570333423,0.15744519324675038,0.07958903901976146,0.029696501150162757,0.09708991242023102
2020-07-09T02:00:00.0,0.06866515159392193,0.06321846601629404,0.05806046158253633,0.007664372771802513,0.01170602934658363,-0.027831977968586538,-0.02881338088004362,-0.048860913208867346,-0.00185132635892858,-0.018107326551010994,0.022821752875893612,0.01347645589009664,0.0,0.07600932429250991,0.2241782379943924,0.2006924330616566,0.27249731853776743,0.2922715422753246,0.14263539230423755,0.10831966246583016,0.307320589408903,0.41583172726217743,0.0956711292008945,0.15997893048870276,-0.26319440849785597,-0.264300017954868,-0.17413891210418853,-0.27103390713312775,-0.28125489792511266,-0.29885586149765075,-0.41452668009671856,-0.37610700036024314,-0.23782098163440873,-0.2685088748702424,-0.19016418491592355,-0.16715087115241173,-0.15971458917787515,-0.1529120620504124,-0.050876429705562075,-0.04659489815026149,-0.020514271128826228,-0.031368743580701255,-0.03281596387688999,-0.0035181882657350054,-0.020697872082747582,0.001694695103412594,0.019403885722582337,-0.0985135109520898,0.029090557366091674,0.026604999078959236,0.1548766056474881,0.0536326658685913,0.02971058283540973,0.02372264058292837,-0.044975051037651925,-0.015145643204297024,0.10583087943588591,0.054784642017486535,0.1307913851374442,0.13519541067693702,0.17125697516315858,0.1466047249054089,0.2020029756748591,0.21086150878261617,0.2682796693165409,0.22492261209722278,0.19125857519389966,0.18769289341434015,0.2266298872838338,0.3041194836503598,0.19097547462195505,0.18379011257035283,0.20071739723934845
